record_id,title,authors,year,doi,url,full_text_status,full_text_location,full_text_decision,exclusion_reason,exclusion_reason_detail,reviewer_1,reviewer_2,conflict,final_decision,notes
RCCFC0529D594,Effectiveness and equity of local climate adaptation: Evidence from a comparative LAPA case study in rural Nepal,Pandey S.; Acharya S.; Bhandari S.; Running K.,2026,10.1007/s10113-026-02624-9,https://www.scopus.com/pages/publications/105042686026?origin=resultslist,,,,,,,,,,
R86C2630C985B,Urban and Valuation Aspects of an Illegal Neighborhood: The Case of Campo Sorbo in Ancient Capua,de Biase C.; Napolitano A.; Redouane Z.; Menna D.,2026,10.1007/978-3-031-97660-5_30,https://www.scopus.com/pages/publications/105010824346?origin=resultslist,,,,,,,,,,
R1FE793483944,Sustainable development goal 11.1 in the Caribbean: assessing informal settlement upgrading in Trinidad and Tobago,Jacob J.H.; Kotzebue J.R.,2026,10.3389/frsc.2026.1731817,https://www.scopus.com/pages/publications/105032563970?origin=resultslist,,,,,,,,,,
R0B462A3EF2D7,Enhancing Efficiency in Urban Water Services: Applying the Balanced Scorecard to the Portuguese Municipal Company AEP,Leite J.; Carmo C.; Correia G.,2026,10.5171/2026.765158,https://www.scopus.com/pages/publications/105045895145?origin=resultslist,,,,,,,,,,
RE4DD022957CF,"Exploring demand and supply-side barriers to safe water, sanitation, and hygiene services in urban slums in southeast Nigeria",Ezenwaka U.; Ojiakor I.; Okeke C.; Nwankwo J.; Onwujekwe O.,2026,10.1186/s12982-026-01725-4,https://www.scopus.com/pages/publications/105033487263?origin=resultslist,,,,,,,,,,
R8FAC6844BD66,Heterogeneous sanitation infrastructure and the governance of trade-offs in Cape Town: A critical institutionalist perspective,Dipura R.,2026,10.1016/j.jum.2026.01.006,https://www.scopus.com/pages/publications/105029052639?origin=resultslist,,,,,,,,,,
R8AC9D969EC05,"The Agency, Resources, and Institutional Structures for Sanitation-related Empowerment (ARISE) scales: Psychometric evaluation across eight cities in Asia and Africa",Sinharoy S.S.; Xia D.; Patrick M.; McManus S.; Chipungu J.; Reddy Y.M.; Ahmed T.; Mink T.; Pan Y.; Bhan T.; Conrad A.; Caruso B.A.,2026,10.1371/journal.pwat.0000555,https://www.scopus.com/pages/publications/105041050739?origin=resultslist,retrieved,"Full text supplied by researcher via chat upload to Claude Code session 2026-09-12 (PLOS Water 5(6): e0000555, DOI 10.1371/journal.pwat.0000555); researcher should retain their own permanent copy.",exclude,E04,"Psychometric scale-validation study (EFA/CFA, measurement invariance, composite reliability, test-retest reliability) of the ARISE scales measuring 16 sub-domains of women's sanitation-related empowerment (agency, resources, institutional structures as social/psychological constructs) across 5,586 women in 8 cities. The outcome measured is scale psychometric performance, not household connection, access, reliability, quantity, or affordability (PROJECT_SPEC.md sec7). 'Institutional structures' here denotes a perceived-norms empowerment sub-construct, not a specific legal/administrative/regulatory access mechanism. An instrument-development/methods paper, not an empirical access study. Related ARISE cluster papers already in the pool (RACC1A9A71A20 development/validation, RB76A3B41BBBF protocol, R3A595AC61767 mental well-being) likely share this issue and are not yet screened; R6AC58735B46B (the underlying systematic review/qualitative metasynthesis feeding the ARISE framework) may differ and warrants separate assessment.",Claude-AI-fulltext-2026-09-12,,,,
RBDA703859BEA,Does cooperation pay off over time? Evidence from water and wastewater services,Ribeiro F.W.; de Aquino Cabral A.C.; dos Santos S.M.; Guimarães D.B.,2026,10.1016/j.jup.2026.102306,https://www.scopus.com/pages/publications/105047658175?origin=resultslist,,,,,,,,,,
RA9BC8541CADC,Community-based to centralized provision: the transformation of aflaj beyond Oman’s national drinking water strategy,Lindt K.,2026,10.1080/07900627.2026.2649586,https://www.scopus.com/pages/publications/105035597773?origin=resultslist,retrieved,"Full text supplied by researcher via chat upload to Claude Code session 2026-09-12 (Int. J. Water Resources Development, DOI 10.1080/07900627.2026.2649586); researcher should retain their own permanent copy.",include,,,Claude-AI-fulltext-2026-09-12,,,,
R5E653CCC67DF,Does Economic Growth Drive Equitable Water and Sanitation Access? Assessing Inequality Reduction Across 64 Nations,García-López M.; López-Ruiz S.; Cuadrado-Quesada G.,2026,10.1002/sd.70894,https://www.scopus.com/pages/publications/105032480418?origin=resultslist,retrieved,"Full text supplied by researcher via chat upload to Claude Code session 2026-09-12 (Sustainable Development, DOI 10.1002/sd.70894); researcher should retain their own permanent copy.",exclude,E02,"Cross-country econometric panel study (OLS/2SLS/SURE) of 64 nations testing whether GDP-per-capita growth reduces inequality in aggregate JMP basic water/sanitation access rates (by income quintile and urban/rural), with Gini, inflation, water-use efficiency, schooling, economic complexity, and a generic 'governance effectiveness' index (a World-Bank-style macro governance-quality score) as covariates. Unit of analysis is the country (n=64), not the household; outcome is national/urban/rural aggregate access-rate inequality (standard deviation across quintiles), not an individual household's connection/access/reliability/affordability status. 'Governance effectiveness' is a generic macro-governance quality index, not a specific legal/administrative access mechanism mapping onto this review's mechanism framework (ELIGIBILITY/BURDEN/DISCRETION_ACCOMMODATION/ENFORCEMENT, PROJECT_SPEC.md sec6). Core research question is macroeconomic (growth-inequality nexus), not administrative-law/legal-mechanism. Borderline given the paper's explicit finding that governance effectiveness outpredicts income inequality -- flagged for second-reviewer attention.",Claude-AI-fulltext-2026-09-12,,,,
RFF914C913EB0,"Brazil's national menstrual health program–Progress, gaps, and pathways to equity: A concept note (PLATO WP1)",Brum M.; Pathiraja V.; Haddadi M.; Saraswath L.; Kurmi O.; Rathnayake N.; Eleje G.U.; Mbwele B.; Ikwuka D.C.; Mitra P.K.; Nguyen N.T.; Wijamuni N.; Benetti-Pinto C.; Tweneboah-Koduah F.; Martyn-Dickens C.; Mintah-Afful N.; Kemp H.F.; Shi J.Q.; Elneil S.; Phiri P.; Delanerolle G.,2026,10.1002/ijgo.71231,https://www.scopus.com/pages/publications/105047507098?origin=resultslist,,,,,,,,,,
RC848E4BF3E91,Accelerating Safe Water and Sanitation Access in Urban Periphery and Low-Income Areas: The Case of Kenya,Koros J.K.; Juuti P.S.; Juuti R.P.; Mutie J.,2026,10.1177/1087724X251356460,https://www.scopus.com/pages/publications/105013366069?origin=resultslist,retrieved,"Full text supplied by researcher via chat upload to Claude Code session 2026-09-12 (Public Works Management & Policy 31(2):172-199, DOI 10.1177/1087724X251356460); researcher should retain their own permanent copy.",include,,,Claude-AI-fulltext-2026-09-12,,,,
R2D6E5154CE63,Enablers and Obstacles in Integrated Water Resources Management (IWRM) Implementation and Their Contributions to Sustainable Territorial Development,Gallegos A.; Grigg N.S.; Llano W.,2026,10.3390/land15020270,https://www.scopus.com/pages/publications/105031510634?origin=resultslist,retrieved,"Full text supplied by researcher via chat upload to Claude Code session 2026-09-12 (Land 2026, 15, 270, DOI 10.3390/land15020270); researcher should retain their own permanent copy.",exclude,E02,"PRISMA systematic review of 375 empirical articles on Integrated Water Resources Management (IWRM) implementation enablers/obstacles, coded at basin, sub-basin, transboundary, urban, and national scales, linked to 'Sustainable Territorial Development' outcomes (economic productivity, ecosystem integrity, governance legitimacy). Unit of analysis throughout is the IWRM implementation case/institution/basin, not the household -- no household-level connection, access, reliability, or affordability outcome is examined anywhere in the review (PROJECT_SPEC.md sec7). Institutional/legal/regulatory frameworks are discussed as one of ten enabler categories (25% prevalence), but always as a driver of basin-scale resource-management effectiveness, not household service access. Falls under INCLUSION_EXCLUSION.md exclusion criterion 7 (water-resource studies unrelated to household or community service access).",Claude-AI-fulltext-2026-09-12,,,,
R736F132F3B41,Water utility residential customer disconnections and sociodemographic effects from across pandemic-era policy shifts: Evidence from New Jersey,Pierce G.; Downs K.; El-Khattabi A.R.; Levine L.,2026,10.1016/j.jup.2026.102263,https://www.scopus.com/pages/publications/105042611704?origin=resultslist,,,,,,,,,,
RCBAA87F83EE7,"Hybrid sanitation infrastructure in Tema, Ghana",Oteng-Ababio M.; Grant R.; Stacey P.; Rasmussen J.; Torm N.,2026,10.1080/07352166.2026.2655740,https://www.scopus.com/pages/publications/105037526346?origin=resultslist,,,,,,,,,,
R2CE360B61BBF,Water Security in Fragile States: Mapping Governance and Water Access in Libya,Ellinport B.; Galaitsi S.E.; Pavur G.; Baher A.; Marcellin M.C.; Lambert J.H.; Trump B.D.; Linkov I.,2026,10.1111/risa.70255,https://www.scopus.com/pages/publications/105038164644?origin=resultslist,retrieved,"Full text supplied by researcher via chat upload to Claude Code session 2026-09-12 (Risk Analysis 2026;46:e70255, DOI 10.1111/risa.70255); researcher should retain their own permanent copy.",exclude,E06,"GIS-based composite water security index (natural-availability axis + infrastructure-investment axis) across Libya's 22 districts, built entirely from secondary/aggregated data (precipitation, desalination/dam/wastewater-plant capacity, GMMR network reliance %, electricity access) -- no primary household survey or interview data was collected by the authors. 'Governance' functions as thematic framing (fragile state legitimacy, infrastructure investment as a proxy for 'trust in government') rather than a specific legal/administrative access mechanism (eligibility, connection procedure, enforcement) examined against measured household-level access variation. This is a risk-analysis/systems-engineering framework paper for prioritizing infrastructure investment, comparable in structure to the already-excluded Legass et al. Awash River Basin composite index (R1B34F60D5F79).",Claude-AI-fulltext-2026-09-12,,,,
R78CBA3706419,(Re)producing uneven waterscapes in South China: the materiality and spatiality of the Dongshen inter-basin water supply project,Wang R.Y.,2026,10.1111/1745-5871.12684,https://www.scopus.com/pages/publications/85210084808?origin=resultslist,retrieved,"Full text supplied by researcher via chat upload to Claude Code session 2026-09-12 (Geographical Research 2026;64:e12684, DOI 10.1111/1745-5871.12684); researcher should retain their own permanent copy.",include,,,Claude-AI-fulltext-2026-09-12,,,,
R6A466BAF0B8D,"Wastewater, air quality, and environmental justice in the Southern West Bank: an integrated analysis using remote sensing, geospatial analysis, and terrain modeling (2019–2024)",Nassar N.; Zabadi H.A.; Chabaane Z.L.,2026,10.1007/s41207-026-01143-7,https://www.scopus.com/pages/publications/105039008900?origin=resultslist,,,,,,,,,,
RD7E384E0B388,"The pressure of waste: technopolitical crisis, ecological imaginaries and toilet redesign in South Africa",Redfield P.; Robins S.,2026,10.1080/01436597.2025.2504959,https://www.scopus.com/pages/publications/105007297129?origin=resultslist,,,,,,,,,,
RA460D449393A,Implementation and adaptation of WASH FIT in healthcare facilities: A systematic scoping review,Kpodzro S.; Cronk R.; Lineberger H.; Lansing L.; Anderson D.M.,2026,10.1016/j.wds.2026.100291,https://www.scopus.com/pages/publications/105034806359?origin=resultslist,,,,,,,,,,
RA18CACA8BA7C,"Historical legacies and contemporary mismanagement aggravated the 2015-2020 drought impacts in Qwaqwa, South Africa",Terzi S.; Delves J.L.; Clark V.R.; Belle J.; Otomo P.V.; Schneiderbauer S.,2026,10.1016/j.ijdrr.2026.106311,https://www.scopus.com/pages/publications/105047628484?origin=resultslist,,,,,,,,,,
RC8B07ED6AB66,Technological transformation and spatial restructuring of hydraulic infrastructure in modern Guangzhou (1859–1938),Shi S.; Rao X.,2026,10.1080/02665433.2026.2637688,https://www.scopus.com/pages/publications/105034887532?origin=resultslist,,,,,,,,,,
RDF2264278929,‘Bad water just means bad health’: identifying barriers and promoters of safe drinking water in rural Eastern North Carolina,Savelli L.B.; Koonce D.; Viera K.E.; Thapa S.; Woods C.G.,2026,10.1088/2752-5309/ae4f17,https://www.scopus.com/pages/publications/105033915661?origin=resultslist,retrieved,"Full text supplied by researcher via chat upload to Claude Code session 2026-09-12 (Environ. Res.: Health 4 (2026) 025001, DOI 10.1088/2752-5309/ae4f17); researcher should retain their own permanent copy.",include,,,Claude-AI-fulltext-2026-09-12,,,,
RC72A82468618,Values at the tap: how organizational culture shapes water unaffordability and Environmental justice in U.S. Cities,Ward K.; Srinivasan J.; Alvord D.; Senier L.; Davis M.; Harlan S.L.; Manela R.; Krista S.; Deodhar A.,2026,10.1080/23251042.2026.2666400,https://www.scopus.com/pages/publications/105037622416?origin=resultslist,,,,,,,,,,
RAD10C62A249B,The Role of Local Governments in Addressing Rural-Urban Migration through Service Provision in Somalia,Ahmed Mohamed O.M.; Osman A.I.,2026,10.31920/2056-5682/2026/v13n1a1,https://www.scopus.com/pages/publications/105041373328?origin=resultslist,,,,,,,,,,
R56D354E5DEA0,"REVISITING: Off-grid, the New Water Supply Solution",Gaudry A.; Colon M.; Baron C.,2026,10.4324/9781003745532-20,https://www.scopus.com/pages/publications/105045835192?origin=resultslist,retrieved,"Full text supplied by researcher via chat upload to Claude Code session 2026-09-12 (book chapter, 'Best Practices in Global Water Policy', DOI 10.4324/9781003745532-20); researcher should retain their own permanent copy.",exclude,E05,"Narrative/critical policy book chapter (edited-volume format with 'Further Readings'/'Selected References' sections) synthesizing existing secondary literature and World Bank reports on 'off-grid' water solutions -- discusses regulatory challenges, governance fragmentation, and equity concerns narratively via illustrative case citations (Dakar, Bandung, Cambodia, Cochabamba, Dar es Salaam, Kolkata), but presents no primary empirical data of its own and no systematic review methodology (one informal conference-sideline interview footnote is not a research method). Does not satisfy INCLUSION_EXCLUSION.md criterion 3 (empirical evidence or systematic empirical synthesis) as a standalone study.",Claude-AI-fulltext-2026-09-12,,,,
