"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"Afshari E.; Bavani A.R.M.; Mahabadi S.A.; Malekmohammadi B.; Mamaqani Y.A.A.; Gohari A.","Afshari, Ensieh (60622270400); Bavani, Ali Reza Massah (57226211948); Mahabadi, Samin Ansari (57204873281); Malekmohammadi, Bahram (27467529300); Mamaqani, Yousef Ali Ahmadi (60622246900); Gohari, Alireza (55499612200)","60622270400; 57226211948; 57204873281; 27467529300; 60622246900; 55499612200","A driver-pressure-state-impact-response and system dynamics framework for climate change adaptation in vulnerable wetlands","2026","Science of the Total Environment","1035","","181858","","","0","10.1016/j.scitotenv.2026.181858","https://www.scopus.com/pages/publications/105038185437?origin=resultslist","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-105038185437"
"Munyayi R.; Swatuk L.A.; Mazvimavi D.; Chiramba T.; Mapani B.","Munyayi, Rennie (59751622800); Swatuk, Larry A. (6602921476); Mazvimavi, Dominic (55909894600); Chiramba, Thomas (55552971200); Mapani, Benjamin (6506980830)","59751622800; 6602921476; 55909894600; 55552971200; 6506980830","Household Water Insecurity Severity Across Urban Areas with Varying Aridity Levels in Sub-Saharan Africa: Examples from Namibia","2026","Water Security","28","","100200","","","0","10.1016/j.wasec.2026.100200","https://www.scopus.com/pages/publications/105034764603?origin=resultslist","Article","Final","","Scopus","2-s2.0-105034764603"
"Fuente D.; Mwaura M.; Gitu J.; Mulwa R.; Cook J.","Fuente, David (43861101200); Mwaura, Mbutu (57190252942); Gitu, Josiah (60644048800); Mulwa, Richard (26039342200); Cook, Joseph (7404183892)","43861101200; 57190252942; 60644048800; 26039342200; 7404183892","Improving payment for essential services – A field experiment in Nairobi, Kenya","2026","Utilities Policy","101","","102240","","","0","10.1016/j.jup.2026.102240","https://www.scopus.com/pages/publications/105039705978?origin=resultslist","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-105039705978"
"Dehury S.; Tiwari S.; Los Rios P.D.","Dehury, Subhasis (59463794300); Tiwari, Satyam (55319308700); Los Rios, Paolo De (57224144267)","59463794300; 55319308700; 57224144267","Refolding-assisted purification of native full-length TDP-43 compatible with BSL-2 safety regulations","2026","Methods","248","","","83","91","0","10.1016/j.ymeth.2026.02.009","https://www.scopus.com/pages/publications/105031633780?origin=resultslist","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-105031633780"
"Apsari S.L.; Kartikaningsih H.; Koentjoro M.P.","Apsari, Selfi’un Linda (60762604300); Kartikaningsih, Hartati (56720328000); Koentjoro, Maharani Pertiwi (55354732600)","60762604300; 56720328000; 55354732600","MULTI-CRITERIA PRIORITIZATION OF DOMESTIC WASTEWATER MITIGATION STRATEGIES IN URBAN RIVER SYSTEMS: AN AHP-BASED ENVIRONMENTAL SANITATION ASSESSMENT","2026","Jurnal Kesehatan Lingkungan","18","3","","187","198","0","10.20473/jkl.v18i3.2026.187-198","https://www.scopus.com/pages/publications/105045945573?origin=resultslist","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105045945573"
"Rahimi M.; Ghorbani M.","Rahimi, Majid (57579161900); Ghorbani, Mehdi (56369877200)","57579161900; 56369877200","Tehran’s Water Scarcity Dilemma: Insights from a 150-Year Adaptive Cycle Assessment","2026","Water Conservation Science and Engineering","11","2","75","","","0","10.1007/s41101-026-00541-w","https://www.scopus.com/pages/publications/105043063288?origin=resultslist","Article","Final","","Scopus","2-s2.0-105043063288"
"Salauddin M.; Piracha A.","Salauddin, Md (57518995100); Piracha, Awais (25927992900)","57518995100; 25927992900","Issues of Bounded Geographies and Participatory Governance in Accessing Water in Informal Settlements: A Case of Khulna City, Bangladesh","2026","World Water Policy","12","2","e70088","","","0","10.1002/wwp2.70088","https://www.scopus.com/pages/publications/105038970091?origin=resultslist","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-105038970091"
"Hernández-Vásquez A.; Vargas-Fernández R.","Hernández-Vásquez, Akram (57191620447); Vargas-Fernández, Rodrigo (57210289389)","57191620447; 57210289389","Health Inequalities Between Afro-descendants and Non-Afro-descendants in Peru: Evidence from the Demographic and Family Health Survey","2026","Journal of Racial and Ethnic Health Disparities","13","1","","529","539","1","10.1007/s40615-024-02265-w","https://www.scopus.com/pages/publications/85213995095?origin=resultslist","Article","Final","","Scopus","2-s2.0-85213995095"
"Akshaya N.; Kumar V.M.","Akshaya, N. (59736102100); Kumar, V. Mathan (59736059500)","59736102100; 59736059500","Public Satisfaction Towards Smart City Facilities in Coimbatore City","2026","Indian Journal of Information Sources and Services","16","1","","654","662","0","10.51983/ijiss-2026.16.1.68","https://www.scopus.com/pages/publications/105030976811?origin=resultslist","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-105030976811"
"Jiménez N.N.V.; Montes J.E.O.; Álvarez C.V.","Jiménez, Nydia Nina Valencia (57199841979); Montes, Jorge Eliecer Ortega (57199837489); Álvarez, Consuelo Vélez (56504660600)","57199841979; 57199837489; 56504660600","Predictors of community empowerment against dengue in Córdoba, Colombia","2026","Journal of Health, Population and Nutrition","45","1","10","","","0","10.1186/s41043-025-01156-y","https://www.scopus.com/pages/publications/105027287410?origin=resultslist","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-105027287410"
"Boasu B.Y.; Aduko J.; Saakuu F.","Boasu, Bismark Yeboah (57486744800); Aduko, Justice (59700982700); Saakuu, Francis (60685346700)","57486744800; 59700982700; 60685346700","Relationship between freshwater scarcity, rural livelihoods and coping strategies in Jirapa Municipality, Ghana","2026","Discover Environment","4","1","272","","","0","10.1007/s44274-026-00817-x","https://www.scopus.com/pages/publications/105041400761?origin=resultslist","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-105041400761"
"Wu J.; Ma L.; Liang D.; Zhang L.; Varga L.","Wu, Junhao (58289991400); Ma, Ling (57782119600); Liang, Dongfang (15019276700); Zhang, Limao (55271615200); Varga, Liz (15081806200)","58289991400; 57782119600; 15019276700; 55271615200; 15081806200","Spatiotemporal synergy of rooftop rainwater harvesting: Dual benefits in flood mitigation and multi-purpose supply under climate change","2026","Sustainable Cities and Society","149","","107784","","","0","10.1016/j.scs.2026.107784","https://www.scopus.com/pages/publications/105046883432?origin=resultslist","Article","Final","","Scopus","2-s2.0-105046883432"
"Singh A.K.; Mishra S.; Singh A.K.; Polavarapu M.P.; Singh A.K.; Madhav S.; Singh A.; Kumar M.; Shukla S.K.","Singh, Akshay Kumar (58263315800); Mishra, Soham (60722992900); Singh, Aman Kumar (60723277800); Polavarapu, Mallikharjuna Prasad (60285649000); Singh, Amit K. (60789733100); Madhav, Sughosh (56946778800); Singh, Ajai (55757783136); Kumar, Manoj (57203913320); Shukla, Sushil Kumar (58636707800)","58263315800; 60722992900; 60723277800; 60285649000; 60789733100; 56946778800; 55757783136; 57203913320; 58636707800","Global Water Scarcity: Understanding Challenges, Causes, and Mitigation Measures","2026","Water Conservation Science and Engineering","11","2","78","","","0","10.1007/s41101-026-00540-x","https://www.scopus.com/pages/publications/105043689943?origin=resultslist","Review","Final","","Scopus","2-s2.0-105043689943"
"Vigurs C.; Oliver S.; Roy S.; Reddy H.; Parikh P.; Lall M.-C.; Lakhanpaul M.; Dasgupta R.; Lall M.; Sharma S.; Khanna R.; Manikam L.; Cupp M.; Santwani N.; Chaturverdi H.; Dang P.; Kumar Vijay V.; Prakash S.; Benton L.","Vigurs, Carol (56146169900); Oliver, Sandy (7202288559); Roy, Susrita (57214877618); Reddy, Hanimi (57718639400); Parikh, Priti (26031677400); Lall, Marie-Carine (60329866700); Lakhanpaul, Monica (6506572494); Dasgupta, Rajib (7005395350); Lall, Marie (18134178400); Sharma, Sanjay (57299626400); Khanna, Rajesh (55974237200); Manikam, Logan (36499843200); Cupp, Meghan (57209206574); Santwani, Neha (57433103300); Chaturverdi, Hemant (60329281800); Dang, Priyanka (57574116800); Kumar Vijay, Virendra (57215196396); Prakash, Satya (60329866800); Benton, Lorna (56108693300)","56146169900; 7202288559; 57214877618; 57718639400; 26031677400; 60329866700; 6506572494; 7005395350; 18134178400; 57299626400; 55974237200; 36499843200; 57209206574; 57433103300; 60329281800; 57574116800; 57215196396; 60329866800; 56108693300","Mapping policies and evidence addressing childhood malnutrition in India: A global scoping review of systematic reviews and India policy gap map","2026","BMJ Paediatrics Open","10","1","e004147","","","0","10.1136/bmjpo-2025-004147","https://www.scopus.com/pages/publications/105029061073?origin=resultslist","Review","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-105029061073"
"Hakasmanti E.; Semedi B.; Hardjoko A.T.; Koentjoro M.P.; Supriyadi","Hakasmanti, Erika (60557954400); Semedi, Bambang (57497598300); Hardjoko, Arief Tri (60557954500); Koentjoro, Maharani Pertiwi (55354732600); Supriyadi (60558034200)","60557954400; 57497598300; 60557954500; 55354732600; 60558034200","Effectiveness and Spatial Distribution of Wastewater Land Application Technical Approval in East Java","2026","Jurnal Presipitasi","23","1","","158","174","0","10.14710/presipitasi.v23i1.158-174","https://www.scopus.com/pages/publications/105034783224?origin=resultslist","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-105034783224"
"Abass S.; Abbas U.; Abbass M.; Akhai S.","Abass, Sana (59884478900); Abbas, Uzma (59887302100); Abbass, Mahapara (57223910471); Akhai, Shalom (58966066200)","59884478900; 59887302100; 57223910471; 58966066200","Empowering Water and Sanitation Rights Through Digital Justice, Legal Reform, and Inclusive Governance","2026","Championing Civil Rights in the Digital Era","","","","193","231","0","10.4018/979-8-3693-3920-6.ch008","https://www.scopus.com/pages/publications/105032386784?origin=resultslist","Book chapter","Final","","Scopus","2-s2.0-105032386784"
"Rivera Á.M.R.","Rivera, Ángela Milena Rojas (57150148200)","57150148200","Drinking Water and Sewerage Provision at the Municipal Level in a Context of Regional Heterogeneity (2008-2019); [La provisión de agua potable y alcantarillado a nivel municipal en un contexto de heterogeneidad regional (2008-2019)]","2026","Apuntes del Cenes","45","81","","147","176","0","10.19053/UPTC.01203053.V45.N81.2026.18769","https://www.scopus.com/pages/publications/105038949064?origin=resultslist","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105038949064"
"Puvaneyshwaran D.; Logie C.H.; Van Borek S.; Abrams A.; Grootboom L.; MacKenzie F.; Taing L.; Perez-Brumer A.; Gittings L.","Puvaneyshwaran, David (58927370500); Logie, Carmen H. (35174959000); Van Borek, Sarah (58502657100); Abrams, Amber (36056266200); Grootboom, Lauren (60389560500); MacKenzie, Frannie (58083375600); Taing, Lina (57196026970); Perez-Brumer, Amaya (36643073600); Gittings, Lesley (57185720100)","58927370500; 35174959000; 58502657100; 36056266200; 60389560500; 58083375600; 57196026970; 36643073600; 57185720100","Co-Creating an Intersectional Water Justice Toolkit and Documentary in Cape Town, South Africa","2026","Health Promotion Practice","","","","","","0","10.1177/15248399261421596","https://www.scopus.com/pages/publications/105030064583?origin=resultslist","Article","Article in press","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-105030064583"
"Francis D.L.; Reddy S.S.P.","Francis, Delfin Lovelina (57957358000); Reddy, Saravanan Sampoornam Pape (56710868500)","57957358000; 56710868500","Strengthening the Structure of Public Health: Suggesting the Incorporation of ‘People’ Component as the ‘Seventh Block’","2026","Annals of Global Health","92","1","26","","","0","10.5334/aogh.5012","https://www.scopus.com/pages/publications/105034278691?origin=resultslist","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-105034278691"
"Chirwa E.; Mwalwanda A.; Soko M.; Mbakaya B.C.","Chirwa, Ellacy (60380808000); Mwalwanda, Atusaye (58797489900); Soko, Margret (58485419200); Mbakaya, Balwani Chingatichifwe (57193825999)","60380808000; 58797489900; 58485419200; 57193825999","Effectiveness of emergency WASH strategies in disaster-prone areas of Africa: a systematic review","2026","Journal of Water Sanitation and Hygiene for Development","16","7","","710","734","0","10.2166/washdev.2026.166","https://www.scopus.com/pages/publications/105046841709?origin=resultslist","Review","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105046841709"
"Hendarto T.; Wahyuni E.S.; Dharmawan Y.S.; Bomdzele E.J.","Hendarto, Totok (57222963598); Wahyuni, E.S. (60678794600); Dharmawan, Y.S. (57214668310); Bomdzele, E.J. (57820336700)","57222963598; 60678794600; 57214668310; 57820336700","REVITALIZATION STRATEGIES FOR THE TRADITIONAL FISH PROCESSING INDUSTRY IN PUGER: A VALUE CHAIN APPROACH TO STRENGTHENING COASTAL ECONOMIC RESILIENCE","2026","African Journal of Food, Agriculture, Nutrition and Development","26","4","","29454","29469","0","10.18697/ajfand.151.26560","https://www.scopus.com/pages/publications/105041010132?origin=resultslist","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105041010132"
"Atem N.V.; Lee J.-Y.; Akom E.B.; Chia R.W.; Bello F.A.","Atem, Ntegang Venant (59335279400); Lee, Jin-Yong (56470869800); Akom, Ekuri Brian (60568131100); Chia, Rogers Wainkwa (57193849166); Bello, Fatimo Ajoke (59701963300)","59335279400; 56470869800; 60568131100; 57193849166; 59701963300","Barriers to Effective Water Resource Management in Foumbot, Cameroon: Infrastructure, Policy, and Community Engagement","2026","Journal of Engineering Geology","36","1","","15","30","0","10.9720/kseg.2026.1.015","https://www.scopus.com/pages/publications/105035240448?origin=resultslist","Article","Final","","Scopus","2-s2.0-105035240448"
"Ogata R.; Matsumoto S.; Otsuka T.; Hattori Y.; Kitawaki H.","Ogata, Ryuji (57211457378); Matsumoto, Shigeyuki (57835743900); Otsuka, Takahiro (57223874890); Hattori, Yoko (60310620000); Kitawaki, Hidetoshi (6508349327)","57211457378; 57835743900; 57223874890; 60310620000; 6508349327","Influence of customer satisfaction and perceived water service quality on urban water supply management: A systematic review","2026","Cleaner and Responsible Consumption","21","","100389","","","2","10.1016/j.clrc.2026.100389","https://www.scopus.com/pages/publications/105027029389?origin=resultslist","Review","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-105027029389"
